Banner ID,Banner Account Description,MyDay ID,MyDay Description,Related Revenue Category ID,Related Revenue Category,Related Spend Category ID,Related Spend Category,Related Expense Item
58000,Audio studio recording revenue,4721,Other income,RC003,Audio studio recording income,,,
58010,Contract revenue,4600,Contract revenue,RC006,Commercial contracts,,,
58011,Private SubContract revenue,4600,Contract revenue,RC062,Subcontract revenue,,,
58020,Journal sales revenue,4721,Other income,RC038,Journal sales revenue,,,
58030,Sales revenue other,4721,Other income,RC045,Other sales revenue,,,
58031,Marketplace Sales,4721,Other income,RC039,Marketplace revenue,,,
58040,FS Other Income transfer,4721,Other income,RC017,Financial statement other income transfer,,,
59000,Auditorium rental,4721,Other income,RC066,Venue leasing income,,,
59020,Lease rental income,4721,Other income,RC007,Commercial leasing income,,,
59021,Other Venue Leasing Income,4721,Other income,RC066,Venue leasing income,,,
59030,Rental income residential PS,4721,Other income,RC055,Residential leasing income,,,
59031,Rental income residential CS,4721,Other income,RC055,Residential leasing income,,,
59032,Rental income residential FA,4721,Other income,RC055,Residential leasing income,,,
59300,Indirect cost recovery Federal,4720,Indirect cost recovery,RC033,Indirect Cost Recovery - Federal,,,
59310,Indirect cost recovery CWSP,4720,Indirect cost recovery,RC032,Indirect Cost Recovery - CWSP,,,
59320,Indirect cost recovery Perkins,4720,Indirect cost recovery,RC034,Indirect Cost Recovery - Perkins,,,
59330,Indirect cost recovery Private,4720,Indirect cost recovery,RC035,Indirect Cost Recovery - Private,,,
59340,Indirect cost recovery SEOG,4720,Indirect cost recovery,RC036,Indirect Cost Recovery - SEOG,,,
59530,Vendor adjustments and rebates,4721,Other income,RC051,Rebates and commissions,,,
59540,Miscellaneous income,4721,Other income,RC043,Miscellaneous income,,,
59541,Miscellaneous income - suspense,4721,Other income,RC031,Income clearing account,,,
59550,Perkins penalty and fee revenue,4721,Other income,RC047,Perkins income,,,
59560,Educational departments rev,4721,Other income,RC011,Educational services income,,,
59580,Indirect cost revenue,4720,Indirect cost recovery,RC068,Indirect cost recovery - other,,,
59583,Recreation revenue,4721,Other income,RC042,Merchandise sales revenue,,,
59600,Claims Settlement,4721,Other income,RC005,Claims and legal settlements,,,
59800,Release unrestricted transfer,4730,Release of restrictions - operating,RC054,Release of restriction,,,
59811,Release temp. restrctd. transfr.,4730,Release of restrictions - operating,RC054,Release of restriction,,,
59830,Non-operating Net Asset release,4770,Release of restrictions - nonoperating,RC054,Release of restriction,,,
59831,Non-operating Net Asset release UR,4770,Release of restrictions - nonoperating,RC054,Release of restriction,,,
59840,FS Net Asset release operating,4730,Release of restrictions - operating,RC054,Release of restriction,,,
59900,Post retirement gain/loss,4740,Non-operating revenue,RC049,Post retirement income,,,
59902,Endowment appropriation non-op,4660,Endowment appropriation non-operating,RC013,Endowment spending,,,
59904,Non-operating contribution FS,4750,Non-operating contribution FS,RC014,Endowment non-operating transfer,,,
59905,FS Endowment approp. non-op,4751,Endowment Appropriation Non-Operating - Contra Account,RC014,Endowment non-operating transfer,,,
59910,Sale of fixed asset gain or loss,4780,Non-operating revenue - asset gain/loss,RC019,Fixed asset gain/loss,,,
60000,Administrative salaries,5000,Administrative Salaries,,,,,
60300,Principal Full time faculty,5001,Principal full-time faculty salaries,,,,,
60305,Faculty academic administrators,5001,Principal full-time faculty salaries,,,,,
60310,Part time faculty,5020,Part-time faculty salaries- union (Local 7902 and 802),,,,,
60320,Half time faculty,5001,Principal full-time faculty salaries,,,,,
60325,FACSUP non contractual instruction,5010,FACSUP non-contractual instruction,,,,,
60330,Part time teaching staff,5021,Part-time faculty salaries- non-union,,,,,
60340,Part-time faculty additional duties,5025,Part-time faculty additional duties,,,,,
60341,Part-time faculty leaves,5026,Part-time faculty leaves,,,,,
60350,Part-time faculty remedies,5027,Part-time faculty remedies,,,,,
60360,Associate FT Faculty,5002,Full-time faculty fixed term non-renewable salaries,,,,,
60370,FT Faculty Fellows,5003,Full-time faculty fellows salaries,,,,,
60380,FACSUP non contractual supp salary,5011,FACSUP non-contractual supplemental salary,,,,,
60381,FACSUP non contractual projects,5012,FACSUP non-contractual projects,,,,,
60382,FACSUP housing relocation,5013,FACSUP housing relocation,,,,,
60390,PT Faculty substitution pay,5028,Part-time faculty substitution pay,,,,,
60600,Full time clerical wages non-union,5000,Administrative Salaries,,,,,
60610,Part time clerical wages non-union,5000,Administrative Salaries,,,,,
60620,Full time clerical wages union,5045,Full-time clerical union regular time,,,,,
60625,Part time clerical wages union,5046,Part-time clerical union regular time,,,,,
60630,Clerical wages overtime,5047,Clerical union overtime,,,,,
60900,Technician wages full time,5040,Full-time technician salaries,,,,,
60910,Technician wages part time,5041,Part-time technician salaries,,,,,
61200,Maintenance wages regular time,5050,Maintenance wages-regular time,,,,,
61210,Maintenance wages overtime,5051,Maintenance wages-over time,,,,,
61500,Security wages regular time,5055,Security wages- regular time,,,,,
61510,Security wages overtime,5056,Security wages- over time,,,,,
61800,Research assistant,5060,Research Assistants,,,,,
61810,Teaching Assistant,5061,Teaching Assistants,,,,,
61820,Teaching Fellows,5062,Teaching Fellows,,,,,
61830,Course Academic Planning Assistant,5063,Course Academic Planning Assistants,,,,,
61840,Publications Archive Assistant,5064,Publications Archive Assistants,,,,,
61850,Project Technical Assistant,5065,Project Technical Assistants,,,,,
62100,RA/TA institutional aid,5070,Other student wages,,,,,
62400,Student advisor,5066,Student Advisors,,,,,
62700,Non-qual Schol/Fellowships/stipends,5070,Other student wages,,,,,
63000,Student wages,5070,Other student wages,,,,,
63300,Tutor Generalist Specialist,5067,Tutors,,,,,
63600,Accompanists wages,5075,Accompanists Wages,,,,,
63610,Agency and other office temp fees,5077,Miscellaneous non-teaching wages,,,,,
63615,Miscellaneous faculty compensation,5076,Miscellaneous faculty compensation,,,,,
63620,Miscellaneous non-teaching wages,5077,Miscellaneous non-teaching wages,,,,,
63630,Models wages,5078,Models wages,,,,,
63640,Orchestra fill-in ringers wages,5077,Miscellaneous non-teaching wages,,,,,
63650,Registration temporary wages,5077,Miscellaneous non-teaching wages,,,,,
63660,Salary separation expense,5079,Salary Separation expense,,,,,
63670,External salary expense,5077,Miscellaneous non-teaching wages,,,,,
63671,Faculty course buyout,5098,Faculty course buyout,,,,,
63672,Salary expense transfer,5099,Salary expense transfer,,,,,
63673,Wireless celluar device allowance,5080,Wireless cellular device allowance,,,,,
63900,Undistributed salary pool,5081,Undistributed salary pool,,,,,
63910,Undistributed vacancy savings,5082,Undistributed vacancy savings,,,,,
66000,Employers share FICA,5100,Employee Benefits,,,,,
66100,Employers share MCTMT,5101,Employers share MCTMT,,,,,
66400,TIAA-CREF employer contribution,5110,TIAA-CREF employer contribution,,,,,
66410,TIAA-CREF part time faculty,5111,TIAA-CREF part time faculty,,,,,
66420,TIAA-CREF part time teaching staff,5102,TIAA-CREF part time teaching staff,,,,,
66500,Deferred comp plan 457(f) expense,5112,Deferred comp plan 457(f) expense,,,,,
66600,Basic life and A.D.&D.,5113,Basic life and A.D.&D.,,,,,
67000,Long term disability,5114,Long term disability,,,,,
67200,Unemployment insurance,5115,Unemployment insurance,,,SC202,Unemployment Insurance,
67400,Workers compensation insurance,5116,Workers compensation insurance,,,SC203,Worker Compensation Insurance,
67600,Short-term disability insurance,5117,Short-term disability insurance,,,SC204,Short-term disability insurance,
67601,Short-term disability ins. reimb.,5118,Short-term disability insurance reimbursement,,,,,
67800,International medical insurance,5120,International medical insurance,,,SC205,International Medical Insurance,
67821,Health Insurance charter,5123,Health Insurance charter,,,,,
67822,Health Insurance Passport,5121,Health Insurance Passport,,,,,
67850,Employee Health Insurance,5122,Employee Health Insurance,,,,,
68011,Delta Dental POS,5130,Delta Dental POS,,,,,
68012,Delta Dental HMO,5131,Delta Dental HMO,,,,,
68221,Health Insur. Charter - cost share,5198,Health Insurance Charter - cost share,,,,,
68410,Local 32BJ health fund,5140,Local 32BJ health fund,,,,,
68415,Local 32BJ Security medical,5141,Local 32BJ Security medical,,,,,
68430,Local 1205 health welfare,5142,Local 1205 health welfare,,,,,
68450,Theatrical unions health,5143,Theatrical unions health,,,,,
68460,Local 94 Health and Welfare,5144,Local 94 Health and Welfare,,,,,
68610,Local 32BJ annuity fund,5145,Local 32BJ annuity fund,,,,,
68620,Local 32BJ pension fund,5146,Local 32BJ pension fund,,,,,
68625,Local 32BJ Security pension fund,5147,Local 32BJ Security pension fund,,,,,
68626,Local 32BJ Security training fund,5148,Local 32BJ Security training fund,,,,,
68630,Local 802 pension,5149,Local 802 pension,,,,,
68640,Local 1205 pension,5150,Local 1205 pension,,,,,
68660,Theatrical unions pension,5151,Theatrical unions pension,,,,,
68670,Local 829 United Scenic Artists,5152,Local 829 United Scenic Artists,,,SC208,Local 829 United Scenic Artist,
68680,Local 94 Pension fund,5153,Local 94 Pension fund,,,,,
68800,COBRA reimbursement,5170,COBRA reimbursement,,,SC197,EBPA,
68810,College Tuition Fund,5171,College Tuition Reimbursement,,,,,
68815,Tuition remission,5172,Tuition remission,,,SC246,Tuition Remission,
68820,Compensated absences,5173,Compensated absences,,,,,
68830,Faculty children fund,5174,Faculty children fund,,,,,
68840,FASB 106 expenses,5175,FASB 106 expenses,,,,,
68850,Flex benefits,5176,Other Employee Benefits,,,SC201,Flex Benefit,
68855,Transportation benefits,5176,Other Employee Benefits,,,SC198,Transportation Benefits,
68860,Part time & misc benefit reimbrsmnt,5176,Other Employee Benefits,,,,,
68870,Staff benefits and tax distribution,5179,Staff benefits and tax distribution,,,,,
68872,Health insurance rebate,5180,Health insurance rebate,,,,,
68873,Fringe expense transfer,5181,Fringe expense transfer,,,,,
69999,Labor dist. override error suspense,5199,Labor distribution override error suspense,,,,,
70000,Supplies & materials,5200,Supplies and materials,,,SC001,Academic Supplies,Academic Supplies
70010,Computer supplies excldng software,5200,Supplies and materials,,,SC068,Computer supplies excluding software,Computer supplies excluding software
70020,Office supplies,5200,Supplies and materials,,,SC138,Office Supplies,Office supplies
70030,Audio visual hardware,5510,Audio visual equipment,,,SC010,Audio visual supplies,Audio visual supplies
70040,Advertising & promotion,5224,Advertising and promotion,,,SC002,Advertising and promotional material and supplies,Advertising and promotional material and supplies
70200,Computer hardware capital,5511,"Computer hardware, software, fees & maintenance",,,SC064,Computer hardware,Computer hardware
70201,Computer hardware < $1000,5511,"Computer hardware, software, fees & maintenance",,,SC064,Computer hardware,Computer hardware
70210,Computer hardware maintenance,5511,"Computer hardware, software, fees & maintenance",,,SC065,Computer hardware maintenance,Computer hardware maintenance
70220,"Computer hardware,software & fees",5511,"Computer hardware, software, fees & maintenance",,,SC066,Computer software,Computer software
70230,Computer software maintenance,5511,"Computer hardware, software, fees & maintenance",,,SC067,Computer software maintenance,Computer software maintenance
70231,Internet service fees,5201,Telecommunications equipment and services,,,SC117,Internet services,Internet services
70300,Audio visual hardware capital,5510,Audio visual equipment,,,SC009,Audio Equipment,
70301,Audio visual hardware < $1000,5510,Audio visual equipment,,,SC009,Audio Equipment,
70400,Building supplies & materials,5500,Building supplies and materials,,,SC022,Building supplies,Building supplies
70410,Building materials,5500,Building supplies and materials,,,SC020,Building materials,Building materials
70600,Postage & mailing,5202,Postage and mailing,,,SC151,"Postage, standard (bulk rate)",
70610,Business reply postage,5202,Postage and mailing,,,SC149,"Postage, business reply",
70620,Delivery and mail services,5202,Postage and mailing,,,SC080,Delivery and mail services,Delivery and mail services
70630,Postage (1st class int'l & other),5202,Postage and mailing,,,SC148,"Postage, 1st class, international, other",Postage
70640,First class postage distribution,5202,Postage and mailing,,,SC152,Postage distribution,
70650,Periodicals (2nd class) postage,5202,Postage and mailing,,,SC150,"Postage, periodicals (2nd class)",
70800,Telephone distribution,5201,Telecommunications equipment and services,,,SC187,Telephone usage,Telephone usage
70810,Telephone equipment,5201,Telecommunications equipment and services,,,SC186,Telephone equipment,Telephone equipment
70820,"Telephone, cable, service & fees",5201,Telecommunications equipment and services,,,SC187,Telephone usage,Telephone usage
70830,Cellular telephone equipment,5201,Telecommunications equipment and services,,,SC060,Cellular telephone equipment,Cellular telephone equipment
70840,Cellular telephone usage,5201,Telecommunications equipment and services,,,SC061,Cellular telephone usage,Cellular telephone usage
70850,Local access transport T3 T1 trunk,5201,Telecommunications equipment and services,,,SC136,Networking equipment & services,Networking equipment & services
70870,Telephone moves adds changes,5201,Telecommunications equipment and services,,,SC187,Telephone usage,Telephone usage
70880,Radio telephone equipment,5201,Telecommunications equipment and services,,,SC157,Radio equipment & services,
70890,Networking equipment,5201,Telecommunications equipment and services,,,SC136,Networking equipment & services,Networking equipment & services
71000,Utilities,5203,Utilities,,,SC088,Electric utility,
71010,Fuel utility,5203,Utilities,,,SC105,Fuel utility,
71020,Gas utility,5203,Utilities,,,SC107,Gas utility,
71030,Steam utility,5203,Utilities,,,SC175,Steam utility,
71040,Water utility,5203,Utilities,,,SC194,Water utility,
71200,Cleaning services,5204,Cleaning services and supplies,,,SC062,Cleaning services,Cleaning services
71210,Cleaning services special,5204,Cleaning services and supplies,,,SC062,Cleaning services,Cleaning services
71211,Cleaning supplies,5204,Cleaning services and supplies,,,SC063,Cleaning supplies,Cleaning supplies
71212,Uniforms,5204,Cleaning services and supplies,,,SC191,Uniforms,Uniforms
71400,Carting & trash services,5205,Carting and trash services,,,SC057,Carting & trash removal service contract,
71410,Carting trash removal special,5205,Carting and trash services,,,SC056,Carting & trash removal,
71600,Outside security services,5215,Professional and freelance services,,,SC154,Professional & freelance services,Professional & freelance services
71610,Security system hardware capital,5206,Security systems and services,,,SC164,Security system hardware,
71611,Security systems < $1000,5206,Security systems and services,,,SC166,Security system software,
71612,"Security systems, services & fees",5206,Security systems and services,,,SC162,Security services,
71720,Equipment,5220,Furniture & equipment,,,SC137,Office Equipment,
72100,Equipment lease payments,5216,Equipment leasing and rental,,,SC092,Equipment lease,
72110,Space rental,5207,Space lease and rental,,,SC173,Space rental,Space rental
72111,Space lease & rental miscellaneous,5207,Space lease and rental,,,SC169,Space lease,Space lease
72112,Space lease & rental escalation,5207,Space lease and rental,,,SC170,Space lease escalation charges,
72120,Storage & rentals charges,5219,Moving storage and rental charges,,,SC177,Storage,Storage
72130,Rentals: film prprty eqpmnt sppls,5219,Moving storage and rental charges,,,SC159,Record retention,Record retention
72300,"Fees, permits, & penalties",5540,"Fees, permits, taxes, and penalties",,,SC100,Fees,
72301,Permits,5540,"Fees, permits, taxes, and penalties",,,SC145,Permits,Permits
72302,Penalties,5540,"Fees, permits, taxes, and penalties",,,SC139,Penalties,
72310,Non-real estate taxes,5540,"Fees, permits, taxes, and penalties",,,SC184,Taxes other than real estate,
72320,Real estate taxes,5208,Real Estate taxes,,,SC158,Real estate taxes,
72500,Design,5223,"Printing, duplicating, digitizing",,,SC153,Printing,Printing
72510,"Printing, duplicating, digitizing",5223,"Printing, duplicating, digitizing",,,SC081,Digitizing,
72520,Duplicating & printing distribution,5223,"Printing, duplicating, digitizing",,,SC085,Duplicating,Duplicating
72530,Printing,5223,"Printing, duplicating, digitizing",,,SC153,Printing,Printing
73000,Travel,5300,Travel,,,SC190,Travel,Airfare
73000,Travel,5300,Travel,,,SC190,Travel,Airline fees
73000,Travel,5300,Travel,,,SC190,Travel,Bus
73000,Travel,5300,Travel,,,SC190,Travel,Car rental
73000,Travel,5300,Travel,,,SC190,Travel,Gasoline
73000,Travel,5300,Travel,,,SC190,Travel,Limousine and car service
73000,Travel,5300,Travel,,,SC190,Travel,Parking
73000,Travel,5300,Travel,,,SC190,Travel,Personal car mileage
73000,Travel,5300,Travel,,,SC190,Travel,Subway
73000,Travel,5300,Travel,,,SC190,Travel,Taxi
73000,Travel,5300,Travel,,,SC190,Travel,Tolls
73000,Travel,5300,Travel,,,SC190,Travel,Train
73001,Lodging,5301,Lodging,,,SC124,Lodging,Hotel
73002,Meals & entertainment,5302,Meals & Entertainment,,,SC128,Meals & entertainment,Breakfast
73002,Meals & entertainment,5302,Meals & Entertainment,,,SC128,Meals & entertainment,Dinner
73002,Meals & entertainment,5302,Meals & Entertainment,,,SC128,Meals & entertainment,Lunch
73003,Per diem,5302,Meals & Entertainment,,,SC140,Per diem,Per diem
73100,Third party reimbursed housing,5209,Third Party Reimbursed Housing,,,SC189,Third party reimbursed housing,
73300,"Workshop, conference, events",5320,"Workshop, Conference, Event Tickets, Registration",,,SC195,"Workshop, conference, event tickets, registration",Conference registration
73300,"Workshop, conference, events",5320,"Workshop, Conference, Event Tickets, Registration",,,SC195,"Workshop, conference, event tickets, registration",Event tickets
73300,"Workshop, conference, events",5320,"Workshop, Conference, Event Tickets, Registration",,,SC195,"Workshop, conference, event tickets, registration",Workshop registration
73500,Catering,5550,Catering,,,SC059,Catering,Catering
73700,Relocation expense,5219,Moving storage and rental charges,,,,,
73800,Professional development & training,5430,Professional Development and Training,,,SC174,Staff training expense,Staff training expense
73900,"Dues, subscriptions & memberships",5514,"Dues, subscriptions and memberships",,,SC084,Dues and memberships,Dues and memberships
73910,Subscriptions,5514,"Dues, subscriptions and memberships",,,SC182,Subscriptions,Subscriptions
75700,Independent contractors,5215,Professional and freelance services,,,SC113,Independent contractors,
75710,Honoraria,5432,Honoraria & Guest Lecturers,,,SC110,Honoraria,
75720,Faculty development fees,5430,Professional development and training,,,SC098,Faculty development costs,Faculty development costs
75730,Honoraria and fees,5432,Honoraria & Guest Lecturers,,,SC110,Honoraria,
75740,Subject and patient costs,5433,Subject and patient costs,,,SC181,Subject and patient costs,Subject and patient costs
75750,"Stipends, fellowships, awards",5910,"Stipends, fellowships, awards",,,SC176,"Stipend, fellowship, award","Stipend, fellowship, award"
76300,Annual catalogs,5224,Advertising and promotion,,,SC007,Annual catalogs,
76310,CE Publication,5224,Advertising and promotion,,,SC071,Continuing education publications,
76360,Mailing lists,5224,Advertising and promotion,,,SC126,Mailing list purchase,
76370,Promotional publications,5224,Advertising and promotion,,,SC002,Advertising and promotional material and supplies,Advertising and promotional material and supplies
76500,Advertising discounts,5224,Advertising and promotion,,,SC003,Advertising discounts,
76510,Promotional advertising,5224,Advertising and promotion,,,SC002,Advertising and promotional material and supplies,Advertising and promotional material and supplies
76540,Direct Mail,5224,Advertising and promotion,,,SC082,Direct Mail,
76550,Promotional merchandise for sale,5225,Promotional merchandise for sale,,,SC155,Promotional merchandise for sale,Promotional merchandise for sale
76560,Photography/Video Equipment,5510,Audio visual equipment,,,SC146,Photographic equipment,
76700,Furniture & equipment,5220,"Furniture, fixtures and equipment",,,SC106,Furniture,
76710,Furniture & equipment capital,5220,"Furniture, fixtures and equipment",,,SC106,Furniture,
76900,Perkins capital contribution,5912,Perkins capital contribution,,,,,
76910,CWSP capital contribution,5906,CWSP capital contribution,,,SC078,CWSP capital contribution,
76911,Federal Cost Share,5907,Federal cost share,,,SC099,Federal cost share,
76920,SEOG capital contribution,5908,SEOG capital contribution,,,SC167,SEOG capital contribution,
77400,"Music, instrument rental & repairs",5562,"Music, instrument purchase, rental and repairs",,,SC133,Musical instruments,Musical instruments
77410,"Instrument purchase< 1,000",5562,"Music, instrument purchase, rental and repairs",,,SC131,Musical instrument rental,Musical instrument rental
77420,Instrument repairs,5562,"Music, instrument purchase, rental and repairs",,,SC132,Musical instrument repairs,Musical instrument repairs
77430,Music purchase,5562,"Music, instrument purchase, rental and repairs",,,SC134,Music purchase,Music purchase
77440,Music rental,5562,"Music, instrument purchase, rental and repairs",,,SC135,Music rental,Music rental
77450,"Music, instrument purchase capital",5562,"Music, instrument purchase, rental and repairs",,,SC133,Musical instruments,Musical instruments
77600,Art acquisition,5564,Art acquisition,,,SC008,Art Acquisition,Art acquisition
77610,"Book, periodical, media acquisition",5519,"Book, periodical, media acquisition",,,SC017,Book binding and conservation,Book binding and conservation
77620,Books acquisition,5519,"Book, periodical, media acquisition",,,SC016,Book acquistion,
77630,Book binding and conservation,5519,"Book, periodical, media acquisition",,,SC017,Book binding and conservation,Book binding and conservation
77640,Journal subscriptions,5519,"Book, periodical, media acquisition",,,SC141,Periodicals acquisition,Periodicals acquisition
77650,Library consortium expense,5520,Library consortium expense,,,SC123,Library consortium payments,
77660,Multimedia acquisition,5519,"Book, periodical, media acquisition",,,SC130,Multimedia acquisition,Multimedia acquisition
77670,Electronic resources acquisition,5519,"Book, periodical, media acquisition",,,SC130,Multimedia acquisition,Multimedia acquisition
77800,Capital lease interest expense,5401,Interest expense - Debt,,,SC116,Interest expense,
77810,External debt interest expense,5401,Interest expense - Debt,,,SC116,Interest expense,
77820,Internal debt amortization,5401,Interest expense - Debt,,,SC116,Interest expense,
77840,Interest expense other,5401,Interest expense - Debt,,,SC116,Interest expense,
77850,Bond premium discount amortization,5404,Amortization of deferred costs,,,SC015,Bond premium and discount amortization,
77860,Loss on Debt Refinancing,5405,FS reporting,,,SC125,Loss on debt refinancing,
78000,Indirect costs,5560,Indirect costs,,,SC114,Indirect costs,
78010,Perkins indirect cost,5526,Perkins loan expense,,,SC143,Perkins indirect cost,
78020,Maintenance chargebacks,5221,Repairs and maintenance,,,SC127,Maintenance chargeback,
78030,Security chargebacks,5206,Security equipment and services,,,SC161,Security chargeback,
78040,Allocation/capitalization,5410,Depreciation and Amortization,,,SC006,Allocation/capitalization,
78041,Building Disposition and Impairment,5213,Fixed Asset disposition and impairment,,,SC019,Building disposition and impairment,
78200,Bad debt write-off expense,5513,Bad Debt write-off expense,,,SC012,Bad debt expense,
78210,Collection fees,5523,Collection fees,,,SC188,Third party collection fees,
78300,Electrical repairs,5221,Repairs and maintenance,,,SC087,Electrical repairs,Electrical repairs
78301,Elevator minor repair,5221,Repairs and maintenance,,,SC089,Elevator repairs,
78302,Elevator service contract,5221,Repairs and maintenance,,,SC090,Elevator service contract,
78303,Equipment repairs and maintenance,5221,Repairs and maintenance,,,SC094,Equipment repairs and maintenance,Equipment repairs and maintenance
78304,Exterminator service contract,5221,Repairs and maintenance,,,SC097,Exterminator service contract,
78305,Fire alarm service contract,5221,Repairs and maintenance,,,SC103,Fire alarm service contract,
78306,Heating cooling service contract,5221,Repairs and maintenance,,,SC112,HVAC service contract,
78307,HVAC repair and maintenance,5221,Repairs and maintenance,,,SC111,HVAC repairs,
78308,HVAC service contract,5221,Repairs and maintenance,,,SC112,HVAC service contract,
78309,Landscaping service contract,5221,Repairs and maintenance,,,SC120,Landscaping service contract,
78310,Plumbing repairs,5221,Repairs and maintenance,,,SC147,Plumbing repairs,Plumbing repairs
78311,Other repairs,5221,Repairs and maintenance,,,,,
78312,Service contracts,5221,Repairs and maintenance,,,,,
78313,Uniform service contract,5221,Repairs and maintenance,,,SC192,Uniform service contract,
78314,Repairs & maintenance,5221,Repairs and maintenance,,,SC021,Building repairs,Building repairs
78315,Elevator major repair,5221,Repairs and maintenance,,,SC089,Elevator repairs,
78316,Fire alarm repair,5221,Repairs and maintenance,,,SC102,Fire alarm repair,
78317,Heating cooling minor repair,5221,Repairs and maintenance,,,SC111,HVAC repairs,
78319,HVAC major repairs,5221,Repairs and maintenance,,,SC111,HVAC repairs,
78320,HVAC minor repairs,5221,Repairs and maintenance,,,SC111,HVAC repairs,
78322,Kitchen equipment repairs,5221,Repairs and maintenance,,,SC118,Kitchen equipment repairs,
78323,Signage,5221,Repairs and maintenance,,,SC168,Signage,Signage
78324,Repairs & maintenance capital,5221,Repairs and maintenance,,,SC021,Building repairs,Building repairs
78325,Fixed Asset Disposal Loss,5213,Fixed Asset disposition and impairment,,,SC019,Building disposition and impairment,
78500,Condominium expense share,5214,Condominium expense share,,,SC069,Condominium expense share,
78502,Contribution expense,5570,Miscellaneous expenses,,,SC129,Miscellaneous expense,
78503,Employment advertising fees,5215,Professional and freelance services,,,SC091,Employment advertising fees,
78504,Miscellaneous expense,5570,Miscellaneous expenses,,,SC129,Miscellaneous expense,
78505,"Purchase discounts, rebate, royalty",5571,"Purchase discounts, rebate, royalty expense",,,SC156,Purchase discounts,
78506,Royalty expense,5571,"Purchase discounts, rebate, royalty expense",,,SC160,Royalty expense,
78507,Educational exchange program,5215,Professional and freelance services,,,SC086,Educational exchange program,
78508,Executive search fees,5215,Professional and freelance services,,,SC095,Executive search fees,
78509,Expense Transfer,5905,Expense transfer,,,SC096,Expense transfer,
78600,Budget relief,5900,Capital expense offset,,,SC041,"Capital project, management",
78702,FS year end interest adjustment,5901,FS year end interest adjustment,,,SC096,Expense transfer,
78703,FS year end depreciation adjustment,5902,FS year end depreciation adjustment,,,SC096,Expense transfer,
78704,FS year end O&M adjustment,5903,FS year end O&M adjustment,,,SC096,Expense transfer,
78705,Agency Fund expense offset,5904,Financial Statement Reporting,,,SC004,Agency fund expense offset,
78706,FS expense adjustment,5905,Expense transfer,,,SC101,Financial statement expense adjustment,
79000,Legal fees,5330,Legal fees,,,SC122,Legal fees,
79050,Auditing fees,5215,Professional and freelance services,,,SC011,Auditing fees,
79100,Contract research,5215,Professional and freelance services,,,SC072,Contract research,
79200,Professional & freelance services,5215,Professional and freelance services,,,SC154,Professional & freelance services,Professional & freelance services
79210,Telephone answering service,5201,Telecommunications equipment and services,,,SC185,Telephone answering service,
79211,"Subcontract services > 25,000",5215,Professional and freelance services,,,SC180,Subcontracting services,
79212,"Subcontract services < 25,000",5215,Professional and freelance services,,,SC180,Subcontracting services,
79270,Dining services costs,5551,Dining services costs,,,SC179,Student meal plan cost,
79275,Student meal plan subisdy,5551,Dining services costs,,,SC179,Student meal plan cost,
79280,Summer meal plan,5551,Dining services costs,,,SC183,Summer meal plan cost,
79300,General insurance,5515,General insurance,,,SC108,General insurance,
79305,Insurance claims,5516,Insurance claims,,,SC108,General insurance,
79340,Student health insurance expense,5517,Student health insurance expense,,,SC178,Student health insurance expense,
79350,Director Insurance,5515,General insurance,,,SC083,Directors & Officers Insurance,
79400,Credit card processing fees,5524,Credit card processing fees,,,SC075,Credit card data processing fees,
79500,Bank service fees,5525,Bank service fees,,,SC013,Bank service fees,
79501,Perkins loan expense,5526,Perkins loan expense,,,SC144,Perkins loan expense,
79510,Credit card discount expense,5524,Credit Card processing fees,,,SC075,Credit card data processing fees,
79520,Currency overage and shortage,5525,Bank Service Fees,,,SC104,Foreign exchange gain or loss,
79530,American Express fees,5524,Credit card processing fees,,,SC075,Credit card data processing fees,
79540,Mastercard and Visa fees,5524,Credit card processing fees,,,SC075,Credit card data processing fees,
79550,Bond issue cost amortization expns.,5406,Amortization of debt issuance costs,,,SC014,Bond issuance cost amortization expense,
79560,Debt administrative expense,5911,Debt administrative expense,,,SC079,Debt administration expense,
79600,Course income sharing,5440,Course income sharing,,,SC074,Course income sharing,
79800,Project Architect,5704,"Capital projects, construction",,,SC024,"Capital project, architect",
79801,Project audio/visual,5704,"Capital projects, construction",,,SC026,"Capital project, audio visual",
79802,Project building construction,5704,"Capital projects, construction",,,SC032,"Capital project, construction",
79803,Capital contingency,5704,"Capital projects, construction",,,SC032,"Capital project, construction",
79804,Capital miscellaneous,5704,"Capital projects, construction",,,SC043,"Capital project, miscellaneous",
79805,Construction,5704,"Capital projects, construction",,,SC032,"Capital project, construction",
79807,Construction management,5704,"Capital projects, construction",,,SC041,"Capital project, management",
79810,Construction fire system,5704,"Capital projects, construction",,,,,
79812,Construction network and cabling,5704,"Capital projects, construction",,,,,
79813,Construction reimbursable expense,5704,"Capital projects, construction",,,SC032,"Capital project, construction",
79817,Construction water system,5704,"Capital projects, construction",,,SC043,"Capital project, miscellaneous",
79831,Project Engineering,5704,"Capital projects, construction",,,SC034,"Capital project, engineering",
79833,Project general furniture,5704,"Capital projects, construction",,,,,
79834,Project hazmat. disposal,5704,"Capital projects, construction",,,SC037,"Capital project, hazardous material disposal",
79837,Project material testing,5704,"Capital projects, construction",,,SC041,"Capital project, management",
79838,Project mechanical construction,5704,"Capital projects, construction",,,SC042,"Capital project, mechanical",
79840,Project estimator,5704,"Capital projects, construction",,,SC041,"Capital project, management",
