roomID,type,location,macQty,winQty,bwQty,colorQty,proColorQty,plotterQty,scanQty,Projection,DVD,VHS,CD
X043,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X044,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X045,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X046,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X047,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X048,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X049,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X050,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X051,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X052,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X053,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X054,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X055,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X056,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X057,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X058,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X059,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X060,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X061,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X062,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X063,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X064,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X065,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X066,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X067,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X068,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X069,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X070,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X071,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X072,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X073,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X074,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X075,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X076,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X077,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X078,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X079,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X080,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X081,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X082,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X083,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X084,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X085,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X086,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X087,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X088,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X089,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X090,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X091,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X092,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X093,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X094,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X095,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X096,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X097,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X098,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X099,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X100,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X101,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X102,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X103,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X104,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X105,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X106,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X107,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X108,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X109,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X110,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X111,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X112,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X113,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X114,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X115,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X116,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X117,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X118,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X119,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X119,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
