Banner ID,Banner Account Description,MyDay ID,MyDay Description,Related Revenue Category ID,Related Revenue Category,Related Spend Category ID,Related Spend Category,Related Expense Item
56020,Endowment appropriation - operating,4620,Endowment appropriation operating,RC014,Endowment non-operating transfer,null,null,null
56021,FS Endowment approp. - operating,4621,FS Endowment appropriation operating,RC014,Endowment non-operating transfer,null,null,null
56030,Realized endowment gains (losses),4640,Investment income - endowment,RC050,Realized gain/loss,null,null,null
56040,Unrealized endowment gains (losses),4640,Investment income - endowment,RC064,Unrealized gain/loss,null,null,null
56043,Endowment appreciation allocated,4641,Endowment appreciation allocated,RC012,Endowment income,null,null,null
56050,Transfer to cover endowment shortag,4642,Endowment appropriation,RC013,Endowment spending,null,null,null
56101,FS Endow non-operating transfer,4643,FS Endowment non-operating transfer,RC014,Endowment non-operating transfer,null,null,null
56500,Gain or loss on donated security,4710,Investment income,RC021,Gain/Loss on donated security,null,null,null
56510,Interest from Perkins program,4710,Investment income,RC037,Interest income,null,null,null
56520,Interest divdnd income non-endwmnt,4710,Investment income,RC008,Dividend income,null,null,null
56530,Realized gain or loss non-endowment,4710,Investment income,RC050,Realized gain/loss,null,null,null
56540,Unrealized gain or loss non-endwmnt,4710,Investment income,RC064,Unrealized gain/loss,null,null,null
56590,Currency Exchange Gain/Loss,4711,Currency Exchange Gain/Loss,RC050,Realized gain/loss,null,null,null
57000,Dormitory damage fees,4700,Dormitory revenue,RC009,Dormitory damage fees,null,null,null
57010,Dormitory other fees,4700,Dormitory revenue,RC010,Dormitory other fees,null,null,null
57030,Dormitory fees Fall,4700,Dormitory revenue,RC056,Room charge,null,null,null
57031,Dormitory fees Prior Fall,4700,Dormitory revenue,RC056,Room charge,null,null,null
57032,Dormitory fees Future Fall,4700,Dormitory revenue,RC056,Room charge,null,null,null
57040,Dormitory fees Spring,4700,Dormitory revenue,RC056,Room charge,null,null,null
57041,Dormitory fees Prior Spring,4700,Dormitory revenue,RC056,Room charge,null,null,null
57050,Dormitory fees PS1,4700,Dormitory revenue,RC056,Room charge,null,null,null
57060,Dormitory fees CS1,4700,Dormitory revenue,RC056,Room charge,null,null,null
57500,Student Health insurance,5517,Student health insurance expense,null,null,SC178,Student health insurance expense,null
57510,Health services fee,4701,Health services revenue,RC029,Health services fee,null,null,null
57520,Health insurance co-payment,4701,Health services revenue,RC028,Health insurance co-payment,null,null,null
57530,Agency revenue offset,4703,Agency revenue offset,null,null,null,null,null
57550,Dining service revenue Fall,4702,Dining services revenue,RC040,Meal plan fee,null,null,null
57551,Dining service revenue Spring,4702,Dining services revenue,RC040,Meal plan fee,null,null,null
57552,Dining service revenue PS1,4702,Dining services revenue,RC040,Meal plan fee,null,null,null
57553,Dining service revenue CS1,4702,Dining services revenue,RC040,Meal plan fee,null,null,null
57556,Dining service revenue Prior Fall,4702,Dining services revenue,RC040,Meal plan fee,null,null,null
57557,Dining service revenue Future Fall,4702,Dining services revenue,RC040,Meal plan fee,null,null,null
57558,Dining service revenue Prior Spring,4702,Dining services revenue,RC040,Meal plan fee,null,null,null
57559,Dining srvc revenue Future Spring,4702,Dining services revenue,RC040,Meal plan fee,null,null,null
57560,Dining Dollars Student,4702,Dining services revenue,RC044,New card cash,null,null,null
57600,Food service commissions,4702,Dining services revenue,RC020,Food service commission,null,null,null
57610,Coin operated machine revenue,4702,Dining services revenue,RC065,Vending machine revenue,null,null,null
58000,Audio studio recording revenue,4721,Other income,RC003,Audio studio recording income,null,null,null
58010,Contract revenue,4600,Contract revenue,RC006,Commercial contracts,null,null,null
58011,Private SubContract revenue,4600,Contract revenue,RC062,Subcontract revenue,null,null,null
58020,Journal sales revenue,4721,Other income,RC038,Journal sales revenue,null,null,null
58030,Sales revenue other,4721,Other income,RC045,Other sales revenue,null,null,null
58031,Marketplace Sales,4721,Other income,RC039,Marketplace revenue,null,null,null
58040,FS Other Income transfer,4721,Other income,RC017,Financial statement other income transfer,null,null,null
59000,Auditorium rental,4721,Other income,RC066,Venue leasing income,null,null,null
59020,Lease rental income,4721,Other income,RC007,Commercial leasing income,null,null,null
59021,Other Venue Leasing Income,4721,Other income,RC066,Venue leasing income,null,null,null
59030,Rental income residential PS,4721,Other income,RC055,Residential leasing income,null,null,null
59031,Rental income residential CS,4721,Other income,RC055,Residential leasing income,null,null,null
59032,Rental income residential FA,4721,Other income,RC055,Residential leasing income,null,null,null
59300,Indirect cost recovery Federal,4720,Indirect cost recovery,RC033,Indirect Cost Recovery - Federal,null,null,null
59310,Indirect cost recovery CWSP,4720,Indirect cost recovery,RC032,Indirect Cost Recovery - CWSP,null,null,null
59320,Indirect cost recovery Perkins,4720,Indirect cost recovery,RC034,Indirect Cost Recovery - Perkins,null,null,null
59330,Indirect cost recovery Private,4720,Indirect cost recovery,RC035,Indirect Cost Recovery - Private,null,null,null
59340,Indirect cost recovery SEOG,4720,Indirect cost recovery,RC036,Indirect Cost Recovery - SEOG,null,null,null
59530,Vendor adjustments and rebates,4721,Other income,RC051,Rebates and commissions,null,null,null
59540,Miscellaneous income,4721,Other income,RC043,Miscellaneous income,null,null,null
59541,Miscellaneous income - suspense,4721,Other income,RC031,Income clearing account,null,null,null
59550,Perkins penalty and fee revenue,4721,Other income,RC047,Perkins income,null,null,null
59560,Educational departments rev,4721,Other income,RC011,Educational services income,null,null,null
59580,Indirect cost revenue,4720,Indirect cost recovery,RC068,Indirect cost recovery - other,null,null,null
59583,Recreation revenue,4721,Other income,RC042,Merchandise sales revenue,null,null,null
59600,Claims Settlement,4721,Other income,RC005,Claims and legal settlements,null,null,null
59800,Release unrestricted transfer,4730,Release of restrictions - operating,RC054,Release of restriction,null,null,null
59811,Release temp. restrctd. transfr.,4730,Release of restrictions - operating,RC054,Release of restriction,null,null,null
59830,Non-operating Net Asset release,4770,Release of restrictions - nonoperating,RC054,Release of restriction,null,null,null
59831,Non-operating Net Asset release UR,4770,Release of restrictions - nonoperating,RC054,Release of restriction,null,null,null
59840,FS Net Asset release operating,4730,Release of restrictions - operating,RC054,Release of restriction,null,null,null
59900,Post retirement gain/loss,4740,Non-operating revenue,RC049,Post retirement income,null,null,null
59902,Endowment appropriation non-op,4660,Endowment appropriation non-operating,RC013,Endowment spending,null,null,null
59904,Non-operating contribution FS,4750,Non-operating contribution FS,RC014,Endowment non-operating transfer,null,null,null
59905,FS Endowment approp. non-op,4751,Endowment Appropriation Non-Operating - Contra Account,RC014,Endowment non-operating transfer,null,null,null
59910,Sale of fixed asset gain or loss,4780,Non-operating revenue - asset gain/loss,RC019,Fixed asset gain/loss,null,null,null
60000,Administrative salaries,5000,Administrative Salaries,null,null,null,null,null
60300,Principal Full time faculty,5001,Principal full-time faculty salaries,null,null,null,null,null
60305,Faculty academic administrators,5001,Principal full-time faculty salaries,null,null,null,null,null
60310,Part time faculty,5020,Part-time faculty salaries- union (Local 7902 and 802),null,null,null,null,null
60320,Half time faculty,5001,Principal full-time faculty salaries,null,null,null,null,null
60325,FACSUP non contractual instruction,5010,FACSUP non-contractual instruction,null,null,null,null,null
60330,Part time teaching staff,5021,Part-time faculty salaries- non-union,null,null,null,null,null
60340,Part-time faculty additional duties,5025,Part-time faculty additional duties,null,null,null,null,null
60341,Part-time faculty leaves,5026,Part-time faculty leaves,null,null,null,null,null
60350,Part-time faculty remedies,5027,Part-time faculty remedies,null,null,null,null,null
60360,Associate FT Faculty,5002,Full-time faculty fixed term non-renewable salaries,null,null,null,null,null
60370,FT Faculty Fellows,5003,Full-time faculty fellows salaries,null,null,null,null,null
60380,FACSUP non contractual supp salary,5011,FACSUP non-contractual supplemental salary,null,null,null,null,null
60381,FACSUP non contractual projects,5012,FACSUP non-contractual projects,null,null,null,null,null
60382,FACSUP housing relocation,5013,FACSUP housing relocation,null,null,null,null,null
60390,PT Faculty substitution pay,5028,Part-time faculty substitution pay,null,null,null,null,null
60600,Full time clerical wages non-union,5000,Administrative Salaries,null,null,null,null,null
60610,Part time clerical wages non-union,5000,Administrative Salaries,null,null,null,null,null
60620,Full time clerical wages union,5045,Full-time clerical union regular time,null,null,null,null,null
60625,Part time clerical wages union,5046,Part-time clerical union regular time,null,null,null,null,null
60630,Clerical wages overtime,5047,Clerical union overtime,null,null,null,null,null
60900,Technician wages full time,5040,Full-time technician salaries,null,null,null,null,null
60910,Technician wages part time,5041,Part-time technician salaries,null,null,null,null,null
61200,Maintenance wages regular time,5050,Maintenance wages-regular time,null,null,null,null,null
61210,Maintenance wages overtime,5051,Maintenance wages-over time,null,null,null,null,null
61500,Security wages regular time,5055,Security wages- regular time,null,null,null,null,null
61510,Security wages overtime,5056,Security wages- over time,null,null,null,null,null
61800,Research assistant,5060,Research Assistants,null,null,null,null,null
61810,Teaching Assistant,5061,Teaching Assistants,null,null,null,null,null
61820,Teaching Fellows,5062,Teaching Fellows,null,null,null,null,null
61830,Course Academic Planning Assistant,5063,Course Academic Planning Assistants,null,null,null,null,null
61840,Publications Archive Assistant,5064,Publications Archive Assistants,null,null,null,null,null
61850,Project Technical Assistant,5065,Project Technical Assistants,null,null,null,null,null
62100,RA/TA institutional aid,5070,Other student wages,null,null,null,null,null
62400,Student advisor,5066,Student Advisors,null,null,null,null,null
62700,Non-qual Schol/Fellowships/stipends,5070,Other student wages,null,null,null,null,null
63000,Student wages,5070,Other student wages,null,null,null,null,null
63300,Tutor Generalist Specialist,5067,Tutors,null,null,null,null,null
63600,Accompanists wages,5075,Accompanists Wages,null,null,null,null,null
63610,Agency and other office temp fees,5077,Miscellaneous non-teaching wages,null,null,null,null,null
63615,Miscellaneous faculty compensation,5076,Miscellaneous faculty compensation,null,null,null,null,null
63620,Miscellaneous non-teaching wages,5077,Miscellaneous non-teaching wages,null,null,null,null,null
63630,Models wages,5078,Models wages,null,null,null,null,null
63640,Orchestra fill-in ringers wages,5077,Miscellaneous non-teaching wages,null,null,null,null,null
63650,Registration temporary wages,5077,Miscellaneous non-teaching wages,null,null,null,null,null
63660,Salary separation expense,5079,Salary Separation expense,null,null,null,null,null
63670,External salary expense,5077,Miscellaneous non-teaching wages,null,null,null,null,null
63671,Faculty course buyout,5098,Faculty course buyout,null,null,null,null,null
63672,Salary expense transfer,5099,Salary expense transfer,null,null,null,null,null
63673,Wireless celluar device allowance,5080,Wireless cellular device allowance,null,null,null,null,null
63900,Undistributed salary pool,5081,Undistributed salary pool,null,null,null,null,null
63910,Undistributed vacancy savings,5082,Undistributed vacancy savings,null,null,null,null,null
66000,Employers share FICA,5100,Employee Benefits,null,null,null,null,null
66100, Employers share MCTMT,5101,Employers share MCTMT,null,null,null,null,null
66400,TIAA-CREF employer contribution,5110,TIAA-CREF employer contribution,null,null,null,null,null
66410,TIAA-CREF part time faculty,5111,TIAA-CREF part time faculty,null,null,null,null,null
66420,TIAA-CREF part time teaching staff,5102,TIAA-CREF part time teaching staff,null,null,null,null,null
66500,Deferred comp plan 457(f) expense,5112,Deferred comp plan 457(f) expense,null,null,null,null,null
66600,Basic life and A.D.&D.,5113,Basic life and A.D.&D.,null,null,null,null,null
67000,Long term disability,5114,Long term disability,null,null,null,null,null
67200,Unemployment insurance,5115,Unemployment insurance,null,null,SC202,Unemployment Insurance,null
67400,Workers compensation insurance,5116,Workers compensation insurance,null,null,SC203,Worker Compensation Insurance,null
67600,Short-term disability insurance,5117,Short-term disability insurance,null,null,SC204,Short-term disability insurance,null
67601,Short-term disability ins. reimb.,5118,Short-term disability insurance reimbursement,null,null,null,null,null
67800,International medical insurance,5120,International medical insurance,null,null,SC205,International Medical Insurance,null
67821, Health Insurance charter,5123,Health Insurance charter,null,null,null,null,null
67822,Health Insurance Passport,5121,Health Insurance Passport,null,null,null,null,null
67850,Employee Health Insurance,5122,Employee Health Insurance,null,null,null,null,null
68011,Delta Dental POS,5130,Delta Dental POS,null,null,null,null,null
68012,Delta Dental HMO,5131,Delta Dental HMO,null,null,null,null,null
68221,Health Insur. Charter - cost share,5198,Health Insurance Charter - cost share,null,null,null,null,null
68410,Local 32BJ health fund,5140,Local 32BJ health fund,null,null,null,null,null
68415,Local 32BJ Security medical,5141,Local 32BJ Security medical,null,null,null,null,null
68430,Local 1205 health welfare,5142,Local 1205 health welfare,null,null,null,null,null
68450,Theatrical unions health,5143,Theatrical unions health,null,null,null,null,null
68460,Local 94 Health and Welfare,5144,Local 94 Health and Welfare,null,null,null,null,null
68610,Local 32BJ annuity fund,5145,Local 32BJ annuity fund,null,null,null,null,null
68620,Local 32BJ pension fund,5146,Local 32BJ pension fund,null,null,null,null,null
68625,Local 32BJ Security pension fund,5147,Local 32BJ Security pension fund,null,null,null,null,null
68626,Local 32BJ Security training fund,5148,Local 32BJ Security training fund,null,null,null,null,null
68630,Local 802 pension,5149,Local 802 pension,null,null,null,null,null
68640,Local 1205 pension,5150,Local 1205 pension,null,null,null,null,null
68660,Theatrical unions pension,5151,Theatrical unions pension,null,null,null,null,null
68670,Local 829 United Scenic Artists,5152,Local 829 United Scenic Artists,null,null,SC208,Local 829 United Scenic Artist,null
68680,Local 94 Pension fund,5153,Local 94 Pension fund,null,null,null,null,null
68800,COBRA reimbursement,5170,COBRA reimbursement,null,null,SC197,EBPA,null
68810,College Tuition Fund,5171,College Tuition Reimbursement,null,null,null,null,null
68815,Tuition remission,5172,Tuition remission,null,null,SC246,Tuition Remission,null
68820,Compensated absences,5173,Compensated absences,null,null,null,null,null
68830,Faculty children fund,5174,Faculty children fund,null,null,null,null,null
68840,FASB 106 expenses,5175,FASB 106 expenses,null,null,null,null,null
68850,Flex benefits,5176,Other Employee Benefits,null,null,SC201,Flex Benefit,null
68855,Transportation benefits,5176,Other Employee Benefits,null,null,SC198,Transportation Benefits,null
68860,Part time & misc benefit reimbrsmnt,5176,Other Employee Benefits,null,null,null,null,null
68870,Staff benefits and tax distribution,5179,Staff benefits and tax distribution,null,null,null,null,null
68872,Health insurance rebate,5180,Health insurance rebate,null,null,null,null,null
68873,Fringe expense transfer,5181,Fringe expense transfer,null,null,null,null,null
69999,Labor dist. override error suspense,5199,Labor distribution override error suspense,null,null,null,null,null
70000,Supplies & materials,5200,Supplies and materials,null,null,SC001,Academic Supplies,Academic Supplies
70010,Computer supplies excldng software,5200,Supplies and materials,null,null,SC068,Computer supplies excluding software,Computer supplies excluding software
70020,Office supplies,5200,Supplies and materials,null,null,SC138,Office Supplies,Office supplies
70030,Audio visual hardware,5510,Audio visual equipment,null,null,SC010,Audio visual supplies,Audio visual supplies
70040,Advertising & promotion,5224,Advertising and promotion,null,null,SC002,Advertising and promotional material and supplies,Advertising and promotional material and supplies
70200,Computer hardware capital,5511,"Computer hardware, software, fees & maintenance",null,null,SC064,Computer hardware,Computer hardware
70201,Computer hardware < $1000,5511,"Computer hardware, software, fees & maintenance",null,null,SC064,Computer hardware,Computer hardware
70210,Computer hardware maintenance,5511,"Computer hardware, software, fees & maintenance",null,null,SC065,Computer hardware maintenance,Computer hardware maintenance
70220,"Computer hardware,software & fees",5511,"Computer hardware, software, fees & maintenance",null,null,SC066,Computer software,Computer software
70230,Computer software maintenance,5511,"Computer hardware, software, fees & maintenance",null,null,SC067,Computer software maintenance,Computer software maintenance
70231,Internet service fees,5201,Telecommunications equipment and services,null,null,SC117,Internet services,Internet services
70300,Audio visual hardware capital,5510,Audio visual equipment,null,null,SC009,Audio Equipment,null
70301,Audio visual hardware < $1000,5510,Audio visual equipment,null,null,SC009,Audio Equipment,null
70400,Building supplies & materials,5500,Building supplies and materials,null,null,SC022,Building supplies,Building supplies
70410,Building materials,5500,Building supplies and materials,null,null,SC020,Building materials,Building materials
70600,Postage & mailing,5202,Postage and mailing,null,null,SC151,"Postage, standard (bulk rate)",null
70610,Business reply postage,5202,Postage and mailing,null,null,SC149,"Postage, business reply",null
70620,Delivery and mail services,5202,Postage and mailing,null,null,SC080,Delivery and mail services,Delivery and mail services
70630,Postage (1st class int'l & other),5202,Postage and mailing,null,null,SC148,"Postage, 1st class, international, other",Postage
70640,First class postage distribution,5202,Postage and mailing,null,null,SC152,Postage distribution,null
70650,Periodicals (2nd class) postage,5202,Postage and mailing,null,null,SC150,"Postage, periodicals (2nd class)",null
70800,Telephone distribution,5201,Telecommunications equipment and services,null,null,SC187,Telephone usage,Telephone usage
70810,Telephone equipment,5201,Telecommunications equipment and services,null,null,SC186,Telephone equipment,Telephone equipment
70820,"Telephone, cable, service & fees",5201,Telecommunications equipment and services,null,null,SC187,Telephone usage,Telephone usage
70830,Cellular telephone equipment,5201,Telecommunications equipment and services,null,null,SC060,Cellular telephone equipment,Cellular telephone equipment
70840,Cellular telephone usage,5201,Telecommunications equipment and services,null,null,SC061,Cellular telephone usage,Cellular telephone usage
70850,Local access transport T3 T1 trunk,5201,Telecommunications equipment and services,null,null,SC136,Networking equipment & services,Networking equipment & services
70870,Telephone moves adds changes,5201,Telecommunications equipment and services,null,null,SC187,Telephone usage,Telephone usage
70880,Radio telephone equipment,5201,Telecommunications equipment and services,null,null,SC157,Radio equipment & services,null
70890,Networking equipment,5201,Telecommunications equipment and services,null,null,SC136,Networking equipment & services,Networking equipment & services
71000,Utilities,5203,Utilities,null,null,SC088,Electric utility,null
71010,Fuel utility,5203,Utilities,null,null,SC105,Fuel utility,null
71020,Gas utility,5203,Utilities,null,null,SC107,Gas utility,null
71030,Steam utility,5203,Utilities,null,null,SC175,Steam utility,null
71040,Water utility,5203,Utilities,null,null,SC194,Water utility,null
71200,Cleaning services,5204,Cleaning services and supplies,null,null,SC062,Cleaning services,Cleaning services
71210,Cleaning services special,5204,Cleaning services and supplies,null,null,SC062,Cleaning services,Cleaning services
71211,Cleaning supplies,5204,Cleaning services and supplies,null,null,SC063,Cleaning supplies,Cleaning supplies
71212,Uniforms,5204,Cleaning services and supplies,null,null,SC191,Uniforms,Uniforms
71400,Carting & trash services,5205,Carting and trash services,null,null,SC057,Carting & trash removal service contract,null
71410,Carting trash removal special,5205,Carting and trash services,null,null,SC056,Carting & trash removal,null
71600,Outside security services,5215,Professional and freelance services,null,null,SC154,Professional & freelance services,Professional & freelance services
71610,Security system hardware capital,5206,Security systems and services,null,null,SC164,Security system hardware,null
71611,Security systems < $1000,5206,Security systems and services,null,null,SC166,Security system software,null
71612,"Security systems, services & fees",5206,Security systems and services,null,null,SC162,Security services,null
71720,Equipment,5220,Furniture & equipment,null,null,SC137,Office Equipment,null
72100,Equipment lease payments,5216,Equipment leasing and rental,null,null,SC092,Equipment lease,null
72110,Space rental,5207,Space lease and rental,null,null,SC173,Space rental,Space rental
72111,Space lease & rental miscellaneous,5207,Space lease and rental,null,null,SC169,Space lease,Space lease
72112,Space lease & rental escalation,5207,Space lease and rental,null,null,SC170,Space lease escalation charges,null
72120,Storage & rentals charges,5219,Moving storage and rental charges,null,null,SC177,Storage,Storage
72130,Rentals: film prprty eqpmnt sppls,5219,Moving storage and rental charges,null,null,SC159,Record retention,Record retention
72300,"Fees, permits, & penalties",5540,"Fees, permits, taxes, and penalties",null,null,SC100,Fees,null
72301,Permits,5540,"Fees, permits, taxes, and penalties",null,null,SC145,Permits,Permits
72302,Penalties,5540,"Fees, permits, taxes, and penalties",null,null,SC139,Penalties,null
72310,Non-real estate taxes,5540,"Fees, permits, taxes, and penalties",null,null,SC184,Taxes other than real estate,null
72320,Real estate taxes,5208,Real Estate taxes,null,null,SC158,Real estate taxes,null
72500,Design,5223,"Printing, duplicating, digitizing",null,null,SC153,Printing,Printing
72510,"Printing, duplicating, digitizing",5223,"Printing, duplicating, digitizing",null,null,SC081,Digitizing,null
72520,Duplicating & printing distribution,5223,"Printing, duplicating, digitizing",null,null,SC085,Duplicating,Duplicating
72530,Printing,5223,"Printing, duplicating, digitizing",null,null,SC153,Printing,Printing
73000,Travel,5300,Travel,null,null,SC190,Travel,Airfare
73000,Travel,5300,Travel,null,null,SC190,Travel,Airline fees
73000,Travel,5300,Travel,null,null,SC190,Travel,Bus
73000,Travel,5300,Travel,null,null,SC190,Travel,Car rental
73000,Travel,5300,Travel,null,null,SC190,Travel,Gasoline
73000,Travel,5300,Travel,null,null,SC190,Travel,Limousine and car service
73000,Travel,5300,Travel,null,null,SC190,Travel,Parking
73000,Travel,5300,Travel,null,null,SC190,Travel,Personal car mileage
73000,Travel,5300,Travel,null,null,SC190,Travel,Subway
73000,Travel,5300,Travel,null,null,SC190,Travel,Taxi
73000,Travel,5300,Travel,null,null,SC190,Travel,Tolls
73000,Travel,5300,Travel,null,null,SC190,Travel,Train
73001,Lodging,5301,Lodging,null,null,SC124,Lodging,Hotel
73002,Meals & entertainment,5302,Meals & Entertainment,null,null,SC128,Meals & entertainment,Breakfast
73002,Meals & entertainment,5302,Meals & Entertainment,null,null,SC128,Meals & entertainment,Dinner
73002,Meals & entertainment,5302,Meals & Entertainment,null,null,SC128,Meals & entertainment,Lunch
73003,Per diem,5302,Meals & Entertainment,null,null,SC140,Per diem,Per diem
73100,Third party reimbursed housing,5209,Third Party Reimbursed Housing,null,null,SC189,Third party reimbursed housing,null
73300,"Workshop, conference, events",5320,"Workshop, Conference, Event Tickets, Registration",null,null,SC195,"Workshop, conference, event tickets, registration",Conference registration
73300,"Workshop, conference, events",5320,"Workshop, Conference, Event Tickets, Registration",null,null,SC195,"Workshop, conference, event tickets, registration",Event tickets
73300,"Workshop, conference, events",5320,"Workshop, Conference, Event Tickets, Registration",null,null,SC195,"Workshop, conference, event tickets, registration",Workshop registration
73500,Catering,5550,Catering,null,null,SC059,Catering,Catering
73700,Relocation expense,5219,Moving storage and rental charges,null,null,null,null,null
73800,Professional development & training,5430,Professional Development and Training,null,null,SC174,Staff training expense,Staff training expense
73900,"Dues, subscriptions & memberships",5514,"Dues, subscriptions and memberships",null,null,SC084,Dues and memberships,Dues and memberships
73910,Subscriptions,5514,"Dues, subscriptions and memberships",null,null,SC182,Subscriptions,Subscriptions
75700,Independent contractors,5215,Professional and freelance services,null,null,SC113,Independent contractors,null
75710,Honoraria,5432,Honoraria & Guest Lecturers,null,null,SC110,Honoraria,null
75720,Faculty development fees,5430,Professional development and training,null,null,SC098,Faculty development costs,Faculty development costs
75730,Honoraria and fees,5432,Honoraria & Guest Lecturers,null,null,SC110,Honoraria,null
75740,Subject and patient costs,5433,Subject and patient costs,null,null,SC181,Subject and patient costs,Subject and patient costs
75750,"Stipends, fellowships, awards",5910,"Stipends, fellowships, awards",null,null,SC176,"Stipend, fellowship, award","Stipend, fellowship, award"
76300,Annual catalogs,5224,Advertising and promotion,null,null,SC007,Annual catalogs,null
76310,CE Publication,5224,Advertising and promotion,null,null,SC071,Continuing education publications,null
76360,Mailing lists,5224,Advertising and promotion,null,null,SC126,Mailing list purchase,null
76370,Promotional publications,5224,Advertising and promotion,null,null,SC002,Advertising and promotional material and supplies,Advertising and promotional material and supplies
76500,Advertising discounts,5224,Advertising and promotion,null,null,SC003,Advertising discounts,null
76510,Promotional advertising,5224,Advertising and promotion,null,null,SC002,Advertising and promotional material and supplies,Advertising and promotional material and supplies
76540,Direct Mail,5224,Advertising and promotion,null,null,SC082,Direct Mail,null
76550,Promotional merchandise for sale,5225,Promotional merchandise for sale,null,null,SC155,Promotional merchandise for sale,Promotional merchandise for sale
76560,Photography/Video Equipment,5510,Audio visual equipment,null,null,SC146,Photographic equipment,null
76700,Furniture & equipment,5220,"Furniture, fixtures and equipment",null,null,SC106,Furniture,null
76710,Furniture & equipment capital,5220,"Furniture, fixtures and equipment",null,null,SC106,Furniture,null
76900,Perkins capital contribution,5912,Perkins capital contribution,null,null,null,null,null
76910,CWSP capital contribution,5906,CWSP capital contribution,null,null,SC078,CWSP capital contribution,null
76911,Federal Cost Share,5907,Federal cost share,null,null,SC099,Federal cost share,null
76920,SEOG capital contribution,5908,SEOG capital contribution,null,null,SC167,SEOG capital contribution,null
77400,"Music, instrument rental & repairs",5562,"Music, instrument purchase, rental and repairs",null,null,SC133,Musical instruments,Musical instruments
77410,"Instrument purchase< 1,000",5562,"Music, instrument purchase, rental and repairs",null,null,SC131,Musical instrument rental,Musical instrument rental
77420,Instrument repairs,5562,"Music, instrument purchase, rental and repairs",null,null,SC132,Musical instrument repairs,Musical instrument repairs
77430,Music purchase,5562,"Music, instrument purchase, rental and repairs",null,null,SC134,Music purchase,Music purchase
77440,Music rental,5562,"Music, instrument purchase, rental and repairs",null,null,SC135,Music rental,Music rental
77450,"Music, instrument purchase capital",5562,"Music, instrument purchase, rental and repairs",null,null,SC133,Musical instruments,Musical instruments
77600,Art acquisition,5564,Art acquisition,null,null,SC008,Art Acquisition,Art acquisition
77610,"Book, periodical, media acquisition",5519,"Book, periodical, media acquisition",null,null,SC017,Book binding and conservation,Book binding and conservation
77620,Books acquisition,5519,"Book, periodical, media acquisition",null,null,SC016,Book acquistion,null
77630,Book binding and conservation,5519,"Book, periodical, media acquisition",null,null,SC017,Book binding and conservation,Book binding and conservation
77640,Journal subscriptions,5519,"Book, periodical, media acquisition",null,null,SC141,Periodicals acquisition,Periodicals acquisition
77650,Library consortium expense,5520,Library consortium expense,null,null,SC123,Library consortium payments,null
77660,Multimedia acquisition,5519,"Book, periodical, media acquisition",null,null,SC130,Multimedia acquisition,Multimedia acquisition
77670,Electronic resources acquisition,5519,"Book, periodical, media acquisition",null,null,SC130,Multimedia acquisition,Multimedia acquisition
77800,Capital lease interest expense,5401,Interest expense - Debt,null,null,SC116,Interest expense,null
77810,External debt interest expense,5401,Interest expense - Debt,null,null,SC116,Interest expense,null
77820,Internal debt amortization,5401,Interest expense - Debt,null,null,SC116,Interest expense,null
77840,Interest expense other,5401,Interest expense - Debt,null,null,SC116,Interest expense,null
77850,Bond premium discount amortization,5404,Amortization of deferred costs,null,null,SC015,Bond premium and discount amortization,null
77860,Loss on Debt Refinancing,5405,FS reporting,null,null,SC125,Loss on debt refinancing,null
78000,Indirect costs,5560,Indirect costs,null,null,SC114,Indirect costs,null
78010,Perkins indirect cost,5526,Perkins loan expense,null,null,SC143,Perkins indirect cost,null
78020,Maintenance chargebacks,5221,Repairs and maintenance,null,null,SC127,Maintenance chargeback,null
78030,Security chargebacks,5206,Security equipment and services,null,null,SC161,Security chargeback,null
78040,Allocation/capitalization,5410,Depreciation and Amortization,null,null,SC006,Allocation/capitalization,null
78041,Building Disposition and Impairment,5213,Fixed Asset disposition and impairment,null,null,SC019,Building disposition and impairment,null
78200,Bad debt write-off expense,5513,Bad Debt write-off expense,null,null,SC012,Bad debt expense,null
78210,Collection fees,5523,Collection fees,null,null,SC188,Third party collection fees,null
78300,Electrical repairs,5221,Repairs and maintenance,null,null,SC087,Electrical repairs,Electrical repairs
78301,Elevator minor repair,5221,Repairs and maintenance,null,null,SC089,Elevator repairs,null
78302,Elevator service contract,5221,Repairs and maintenance,null,null,SC090,Elevator service contract,null
78303,Equipment repairs and maintenance,5221,Repairs and maintenance,null,null,SC094,Equipment repairs and maintenance,Equipment repairs and maintenance
78304,Exterminator service contract,5221,Repairs and maintenance,null,null,SC097,Exterminator service contract,null
78305,Fire alarm service contract,5221,Repairs and maintenance,null,null,SC103,Fire alarm service contract,null
78306,Heating cooling service contract,5221,Repairs and maintenance,null,null,SC112,HVAC service contract,null
78307,HVAC repair and maintenance,5221,Repairs and maintenance,null,null,SC111,HVAC repairs,null
78308,HVAC service contract,5221,Repairs and maintenance,null,null,SC112,HVAC service contract,null
78309,Landscaping service contract,5221,Repairs and maintenance,null,null,SC120,Landscaping service contract,null
78310,Plumbing repairs,5221,Repairs and maintenance,null,null,SC147,Plumbing repairs,Plumbing repairs
78311,Other repairs,5221,Repairs and maintenance,null,null,null,null,null
78312,Service contracts,5221,Repairs and maintenance,null,null,null,null,null
78313,Uniform service contract,5221,Repairs and maintenance,null,null,SC192,Uniform service contract,null
78314,Repairs & maintenance,5221,Repairs and maintenance,null,null,SC021,Building repairs,Building repairs
