Type	Building	Room	OS	PCs	Macs	Software	Presentation	Ext.	SupportContact	Specialty	Hours	"Enter value ""1"" to add entry to ""Media Services Spaces"" Worksheet.  Leave blank to omit."	"Enter value ""1"" to add entry to ""Technology Lab Spaces""  Leave blank to omit."	"Enter value ""1"" to add entry to ""Classroom Technology"" worksheet.  Leave blank to omit."	blg	PCQty	MacQty	locationCount	bldgAddress	bldgName
Open Lab	E	208A	Windows PC & Mac	16	5	Mac & Windows PC Standard Software			See Lab Staff	"B&W Printing ProColor Printing  Plotter Printing  6 flatbed scanners: E208A-Scan01-04, E208A-11, & 15 1 Large Format Scanner: E208A-14  E209A-01 to 04: Universal Laser V-460 Contact your department for assistance. AT supports the computers"	Lab Hours		1		E			3	25 East 13th Street	PARSONS EAST BUILDING
Open Lab	E	300A	Windows PC	14	0	Windows PC Standard Software			See Lab Staff	"B&W Printing ProColor Printing  Plotter Printing  3 flatbed scanners: E300A-02, 08, & 14 1 Large Format Scanner: E300A-01"	Lab Hours		1		E			4	25 East 13th Street	PARSONS EAST BUILDING
Classroom	E	302	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	E			5	25 East 13th Street	PARSONS EAST BUILDING
Classroom	E	307	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	E			6	25 East 13th Street	PARSONS EAST BUILDING
Classroom	E	404	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	E			7	25 East 13th Street	PARSONS EAST BUILDING
Classroom	E	502	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	E			8	25 East 13th Street	PARSONS EAST BUILDING
Classroom	E	503	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	E			9	25 East 13th Street	PARSONS EAST BUILDING
Conference Room	G	319	SVGA Only	0	0		"65"" LCD, Aux HDMI & Component connection"		Media Services 212.229.5300 x2310			1			G			1	80 Fifth Avenue	80 FIFTH AVENUE
Conference Room	G	529	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		Media Services 212.229.5300 x2310			1			G			2	80 Fifth Avenue	80 FIFTH AVENUE
Conference Room	G	619	"SVGA, HDMI Only"	0	0		"60in. LCD, SVGA & HDMI Only (B4 type)"		Media Services 212.229.5300 x2310			1			G			3	80 Fifth Avenue	80 FIFTH AVENUE
Conference Room	G	703	"SVGA, HDMI Only"	0	0		SVGA & HDMI Only (B4 type)		Media Services 212.229.5300 x2310			1			G			4	80 Fifth Avenue	80 FIFTH AVENUE
Conference Room	G	800	Mac	0	1	Mac Standard Software	Laptop HDMI and VGA Connections		Media Services 212.229.5300 x2310			1			G			5	80 Fifth Avenue	80 FIFTH AVENUE
Conference Room	G	801		0	0		Laptop HDMI and VGA Connections		Media Services 212.229.5300 x2310			1			G			6	80 Fifth Avenue	80 FIFTH AVENUE
Classroom	H	321	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	H			1	72 Fifth Avenue	FANTON HALL/WELCOME CENTER
Express Stations	H	500	Windows PC	1	0	Windows PC Express Software			IT Service Desk 212.229.5300 x4357				1		H			2	72 Fifth Avenue	FANTON HALL/WELCOME CENTER
Express Stations	H	600	Windows PC	1	0	Windows PC Express Software			IT Service Desk 212.229.5300 x4357				1		H			3	72 Fifth Avenue	FANTON HALL/WELCOME CENTER
Express Stations	H	700	Windows PC	1	0	Windows PC Express Software			IT Service Desk 212.229.5300 x4357				1		H			4	72 Fifth Avenue	FANTON HALL/WELCOME CENTER
Classroom	H	713	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	H			5	72 Fifth Avenue	FANTON HALL/WELCOME CENTER
Event Space	i	202		0	0				Media Services 212.229.5300 x2310			1			i			1	55 West 13th Street	ARNHOLD HALL
Event Space	i	205	SVGA Only	0	0		"42"" Plasma monitor, VHS, Cable Box"		Media Services 212.229.5300 x2310			1			i			2	56 West 13th Street	ARNHOLD HALL
Classroom  Jazz Dept. Supported	i	545	Mac (No Projection)	0	1	Mac Standard Software	"CD player, Audio cassette, Aux audio connection, Mic mixer (A3 type)"		Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours)		Todays Classroom Schedule			1	i			3	57 West 13th Street	ARNHOLD HALL
Classroom  Jazz Dept. Supported	i	613	Windows PC	1	0	Windows PC Standard Software	"DVD, VHS (B2 type)"		Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours)		Today's Classroom Schedule			1	i			4	58 West 13th Street	ARNHOLD HALL
Classroom  Jazz Dept. Supported	i	618	Mac	0	1	Mac Standard Software	"DVD, Blu-ray, CD player, Audio cassette, Aux HDMI & DVI connection, Mic mixer (A3 type)"		Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours)		Todays Classroom Schedule			1	i			5	59 West 13th Street	ARNHOLD HALL
Classroom  Jazz Dept. Supported	i	624	Mac	0	1	Mac Standard Software	"DVD, Blu-ray, CD player, Audio cassette, Aux HDMI & DVI connection, Mic mixer (A3 type)"		Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours)		Todays Classroom Schedule			1	i			6	60 West 13th Street	ARNHOLD HALL
Classroom  Jazz Dept. Supported	i	645	Mac	0	1	Mac Standard Software	"DVD, Blu-ray, Audio cassette, Aux HDMI & DVI connection, Piano lab controller (A3 type)"		Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours)		Todays Classroom Schedule			1	i			7	61 West 13th Street	ARNHOLD HALL
Express Stations	i	801	Mac	0	1	Mac Express Software			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing	Lab Hours		1		i			8	62 West 13th Street	ARNHOLD HALL
Help Kiosks	i	801	Mac	0	1	Mac Help Kiosk Software			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing	Lab Hours		1		i			9	63 West 13th Street	ARNHOLD HALL
Open Lab	i	802	Windows PC & Mac	25	80	"Windows PC Standard Software, Mac Standard Software + Avid, Advanced Audio Software"			AT Dispatch 212.229.5300 x4538	"B&W Printing Color Printing ProColor Printing  Plotter Printing  1 Imacon Drum Scanners: i802-12  11 Large Format Scanners: i802-10, 11, 13, 14, 16, 23, 24, 31, 32, 33, & 43  2 Flatbed & Transparency Scanners: i802-15 &35  1 Film and Slide Scanner: i802-34  1 Stop Motion Animation Stand: i802-42 via FrameThief  3 flatbed scanners: i802-01, 02, 03  ProTools LE via Mbox 2 Pro and MIDI keyboard with sustain pedal: i802-97 thru 104  "	Lab Hours		1		i			10	64 West 13th Street	ARNHOLD HALL
Classroom	i	803	Mac	0	15	Mac Standard Software + Pro Tools & Avid	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357	"B&W Printing Color Printing ProColor Printing  Plotter Printing  3 flatbed scanners: i803-06, 10, 15  SD Card Reader: i803-01, 04, 09"	Todays Classroom Schedule			1	i			11	65 West 13th Street	ARNHOLD HALL
Classroom	i	804	Mac	0	21	Mac Standard Software	"Blu-ray, DVD, VHS, 46? LCD, Multi-format Card Reader, HD Projector (B5 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing Color Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	i			12	66 West 13th Street	ARNHOLD HALL
Classroom	i	805	Mac	0	15	Mac Advanced Audio Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, Specialty Audio Peripherals, HD Projector (A4 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing Color Printing ProColor Printing  Plotter Printing  Pro Tools LE via Mbox 2 Pro and MIDI keyboard with sustain pedal  FMR RNP 2 Channel Preamp	Todays Classroom Schedule			1	i			13	67 West 13th Street	ARNHOLD HALL
Classroom	i	806	Mac	0	13	Mac Advanced Audio Software + Avid	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, Specialty Audio Peripherals, HD Projector (A1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing Color Printing ProColor Printing  Plotter Printing  Pro Tools LE via Mbox 2 Pro and MIDI keyboard with sustain pedal  FMR RNP 2 Channel Preamp	Todays Classroom Schedule			1	i			14	68 West 13th Street	ARNHOLD HALL
Audio/Video Suite	i	807	Mac	0	1	Audio Suite Software			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing  Avid Digi003-Studio   Dorrough's 40-A Analog Loudness Meter  Tannoy Reveal 601a Studio Monitors	Reserve in MyNewSchool		1		i			15	69 West 13th Street	ARNHOLD HALL
Audio/Video Suite	i	8127	Mac	0	1	Audio Suite Software			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing  Pro Tools TDM 10  Dorrough's 40-A Analog Loudness Meter  Denon DN-600F CD Player  Fostex D-15 Digital Master Recorder  Avid Command8 controller  API A2D Mic. Preamp  Kramer VS-88A Router  Tannoy Reveal 601a Studio Monitors  Acoustic Treatment 	Reserve in MyNewSchool		1		i			16	70 West 13th Street	ARNHOLD HALL
Audio/Video Suite	i	8137	Mac	0	1	Mac Standard Software			See Lab Staff	Betacam SP  DVD-DVD Recorder  Cassette  CD Player  DAT  DVD/VCD Player  Laser Disc Player  SVHS  Waveform Vectorscope   TV Monitors  M-Box 2 Pro for capture into GarageBand & Audition  Mac station with Kona LHi Capture Card and RAID storage array.	Reserve in MyNewSchool		1		i			17	71 West 13th Street	ARNHOLD HALL
Audio/Video Suite	i	8147	Mac	0	1	Mac Standard Software + Avid			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing  Multi-Format Card Reader  Avid Artist Control  Digital audio interface  Speakers  Panasonic HDTV monitor with auxiliary connection	Reserve in MyNewSchool		1		i			18	72 West 13th Street	ARNHOLD HALL
Audio/Video Suite	i	8157	Mac	0	1	Mac Standard Software + Avid			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing  Multi-Format Card Reader  Avid Artist Control  Digital audio interface  Speakers  Panasonic HDTV monitor with auxiliary connection	Reserve in MyNewSchool		1		i			19	73 West 13th Street	ARNHOLD HALL
Audio/Video Suite	i	8167	Mac	0	1	Mac Standard Software + Avid			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing  Multi-Format Card Reader  Avid Artist Control  Digital audio interface  Speakers  Panasonic HDTV monitor with auxiliary connection	Reserve in MyNewSchool		1		i			20	74 West 13th Street	ARNHOLD HALL
Audio/Video Suite	i	8177	Mac	0	1	Audio Suite Software			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing  Pro Tools TDM 10  Novation Impulse61 MIDI keyboard  Dorrough's 40-A Analog Loudness Meter  Denon DN-600F CD Player  Tascam CF/CD Backup recorder  Avid Command8 controller  API A2D Mic. Preamp  Kramer VS-88A Router  Tannoy Reveal 601a Studio Monitors  Acoustic Treatment 	Reserve in MyNewSchool		1		i			21	75 West 13th Street	ARNHOLD HALL
Audio/Video Suite	i	818		0	0				See Lab Staff	Soundproof recording booth  Video monitor and audio recording inputs with connection to i820-Audio03 and i817-Audio04	Reserve in MyNewSchool		1		i			22	76 West 13th Street	ARNHOLD HALL
Audio/Video Suite	i	820	Mac	0	1	Audio Suite Software			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing  Avid C24 Console  Digidesign master synch interface   Dorrough's 40-A Analog Loudness Meter  Preamps API A2D & UA 2-610   Dual Vacuum-tube Processor  Compressor  Electronic Finalizers  Equalizer/Limiter  Delay F/X Machine  Mackie 16.8 Bus Mixing Console  Tascam CF/CD Backup Recorder  Denon DN-600F CD Player  DVD Player  Tannoy Reveal 601a Studio Monitors  Acoustic Treatment	Reserve in MyNewSchool		1		i			23	77 West 13th Street	ARNHOLD HALL
Classroom & Audio/Video Suite	i	821	Mac	0	1	Mac Standard Software + Avid	"Blu-ray, DVD, VHS, 46? LCD, Multi-format Card Reader, HD Projector (B5 type)"		See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing  XLR inputs for i820-Audio03  Headphone amps 1 & 2  Lighting Grid  Multi-Format Card Reader  Acoustic Treatment	Reserve in MyNewSchool		1	1	i			24	78 West 13th Street	ARNHOLD HALL
Help Kiosks	i	900	Mac	0	1	Mac Help Kiosk Software			See Lab Staff	B&W Printing Color Printing ProColor Printing  Plotter Printing	Lab Hours		1		i			25	79 West 13th Street	ARNHOLD HALL
Classroom	i	907	Mac	0	1	Mac & Windows PC Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing Color Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	i			26	80 West 13th Street	ARNHOLD HALL
Classroom	i	908	Mac	0	1	Mac & Windows PC Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing Color Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	i			27	81 West 13th Street	ARNHOLD HALL
Classroom	i	909	Mac	0	1	Mac & Windows PC Standard Software	"DVD, VHS, Multi-format Card Reader, 13in TV (B1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing Color Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	i			28	82 West 13th Street	ARNHOLD HALL
Classroom	i	913	Windows PC	18	0	Windows PC Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A1 type)"		IT Service Desk 212.229.5300 x4357	"B&W Printing Color Printing ProColor Printing  Plotter Printing  3 flat bed scanners: i913-01, 13, 18"	Todays Classroom Schedule			1	i			29	83 West 13th Street	ARNHOLD HALL
Classroom	i	930	Mac	0	1	Mac & Windows PC Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357	B&W Printing Color Printing ProColor Printing  Plotter Printing	Todays Classroom Schedule			1	i			30	84 West 13th Street	ARNHOLD HALL
Classroom	L	1005B	Mac	0	1	Mac Standard Software	"DVD, VHS (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			1	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	1006	Mac	0	1	Mac Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A4 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			2	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Conference Room	L	101	SVGA Only	0	0		"42"" Plasma monitor"		Media Services 212.229.5300 x2310			1			L			3	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	1100	Mac	0	1	Mac Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A4 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			4	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	1101	Mac	0	1	Mac Standard Software	"DVD, VHS (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			5	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	1102	Mac	0	1	Mac Standard Software	"DVD, VHS (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			6	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	1103	Mac	0	1	Mac Standard Software	"DVD, VHS (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			7	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	1104	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			8	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	1108	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			9	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	1111	Mac	0	1	Mac Standard Software	"DVD, VHS (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			10	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	300	Mac	0	1	Mac Standard Software	"DVD, VHS, (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			11	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	301	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			12	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	310	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			13	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	311	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			14	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Express Stations	L	400	Windows PC	7	0	Windows PC Express Software							1		L			15	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	500	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			16	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	503	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			17	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	504	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			18	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	511	Mac	0	1	Mac Standard Software	LCD Cart		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			19	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	601	SVGA Only	0	0		"SVGA Only, Dual independent LCD projectors (B4 type)"				Todays Classroom Schedule			1	L			20	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	602	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			21	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	603	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			22	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	612	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			23	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	701	Mac	0	1	Mac Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A4 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			24	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	702	Mac	0	1	Mac Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A4 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			25	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	703	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			26	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	704	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			27	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	711	Mac	0	1	Mac Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A4 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			28	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	801	Mac	0	1	Mac Standard Software	"DVD, VHS (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			29	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	802	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			30	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	803	Mac	0	1	Mac Standard Software	"DVD, VHS (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			31	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Experimental Classroom	L	804	Mac	0	1	Mac Standard Software	"Blu-ray & DVD from PC, Document Camera, Stream & Capture device"		Media Services 212.229.5300 x2310		Todays Classroom Schedule			1	L			32	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	809	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			33	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	811	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			34	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	901	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			35	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	904	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			36	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	L	905	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	L			37	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Conference Room	L	mz100	SVGA Only	0	0		"42"" Plasma monitor"		Media Services 212.229.5300 x2310			1			L			38	2 West 13th Street 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	M	100	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	M			1	68 Fifth Avenue 	SHEILA C. JOHNSON DESIGN CENTER
Event Space	M	101	Windows PC & Mac	1	1	Mac & Windows PC Standard Software			IT Service Desk 212.229.5300 x4357			1			M			2	68 Fifth Avenue 	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	3	Windows PC	31	0	Windows PC Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule				N			1	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	5	Mac	21	0	Mac Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule				N			2	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	400	Mac	0	1	Mac Standard Software + Avid	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	N			3	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	402	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	N			4	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	404	Mac	0	1	Mac Standard Software + Avid	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	N			5	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Conference Room	N	600F	SVGA Only	0	0		SVGA Only (B4 type)		Media Services 212.229.5300 x2310			1			N			6	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	603	Mac	0	1	Mac Standard Software	"Blu-ray, DVD, VHS, Aux HDMI & DVI connection, HD Projector (A4 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	N			7	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	716	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	N			8	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	720	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	N			9	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	818	Mac	0	1	Mac Standard Software	"DVD, VHS (A1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	N			10	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	N	822	Mac	0	1	Mac Standard Software	"DVD, VHS (B1 type)"		IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	N			11	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Event Space	N	N101	Mac	0	1	Mac & Windows PC Standard Software	"BluRay,  VHS,  22in Touchscreen monitor"		Media Services 212.229.5300 x2310			1			N			12	66 Fifth Avenue	SHEILA C. JOHNSON DESIGN CENTER
Classroom	U	L107	Windows PC	45	0	Windows PC Standard Software	"12in Touchscreen, MACR, Lecture Recording, (4) Large LCD Screen (U6 Type)"	x	IT Service Desk 212.229.5300 x4357	"2 Large Format Scanners,  2 Flat Bed Scanner"	Todays Classroom Schedule				U			1	63 Fifth Avenue 	UNIVERSITY CENTER
Classroom	U	L106	Mac	0	19	Mac Standard Software	"12in Touchscreen, MACR, Lecture Recording, (1) Projector, (3) Large LCD Screen (U6 Type)"	x	IT Service Desk 212.229.5300 x4357	"1 Large Format Scanners,  2 Flat Bed Scanner"	Todays Classroom Schedule				U			2	63 Fifth Avenue 	UNIVERSITY CENTER
Classroom	U	L100	Windows PC	32	0	Windows PC Standard Software	"12in Touchscreen, MACR, Lecture Recording, (4) Large LCD Screen (U6 Type)"	x	IT Service Desk 212.229.5300 x4357	"1 Large Format Scanners,  2 Flat Bed Scanner"	Todays Classroom Schedule				U			3	63 Fifth Avenue 	UNIVERSITY CENTER
Classroom	U	L101	Mac	0	19	Mac Standard Software	"12in Touchscreen, MACR, Lecture Recording, (1) Projector, (5) Large LCD Screen (U6 Type)"	x	IT Service Desk 212.229.5300 x4357	"1 Large Format Scanners,  2 Flat Bed Scanner"	Todays Classroom Schedule				U			4	63 Fifth Avenue 	UNIVERSITY CENTER
